GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Blw_Salt,6,0.8,0.019,0.76,0.84,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,456.888,40.1464,-122.15246,Upper Sac R,0.8 (0.019),6,344,Caldwell_Park_Rel
Mill_Ck_Conf,7,0.722,0.024,0.67,0.77,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,441.318,40.0327,-122.11987,Upper Sac R,0.722 (0.024),7,291,Caldwell_Park_Rel
Ord,8,0.315,0.024,0.27,0.36,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,371.658,39.63447,-121.98959,Upper Sac R,0.315 (0.024),8,116,Caldwell_Park_Rel
Colusa AC2,9,0.198,0.019,0.16,0.24,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,318.618,39.28007,-122.01891,Lower Sac R,0.198 (0.019),9,85,Caldwell_Park_Rel
AbvColusaBr,10,0.178,0.018,0.14,0.22,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,307.738,39.2205,-122.00847,Lower Sac R,0.178 (0.018),10,68,Caldwell_Park_Rel
Colusa BC2,11,0.171,0.018,0.14,0.21,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,296.278,39.184963,-121.943214,Lower Sac R,0.171 (0.018),11,61,Caldwell_Park_Rel
AbvTisdale,12,0.166,0.018,0.13,0.2,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,269.238,39.0364,-121.82918,Lower Sac R,0.166 (0.018),12,69,Caldwell_Park_Rel
Knights_RST,13,0.153,0.017,0.12,0.19,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,222.05,38.79348,-121.6914625,Lower Sac R,0.153 (0.017),13,66,Caldwell_Park_Rel
Abv_FremontWeir,14,0.151,0.017,0.12,0.19,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,215.18,38.76009,-121.67145,Lower Sac R,0.151 (0.017),14,58,Caldwell_Park_Rel
SacFeather,15,0.149,0.017,0.12,0.19,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,205.76,38.785244,-121.62445,Lower Sac R,0.149 (0.017),15,61,Caldwell_Park_Rel
Blw_Elkhorn_GS1,16,0.142,0.017,0.11,0.18,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,191.92,38.64737,-121.57771,Lower Sac R,0.142 (0.017),16,61,Caldwell_Park_Rel
TowerBridge,17,0.126,0.016,0.1,0.16,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,172,38.5802,-121.508,Lower Sac R,0.126 (0.016),17,54,Caldwell_Park_Rel
SacTrawl,18,0.116,0.015,0.09,0.15,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,166.8225,38.539519999999996,-121.51444000000001,Lower Sac R,0.116 (0.015),18,50,Caldwell_Park_Rel
Freeport,19,0.107,0.015,0.08,0.14,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,152.438,38.46467,-121.50501,Lower Sac R,0.107 (0.015),19,46,Caldwell_Park_Rel
Abv_Clarksburg,20,0.102,0.015,0.08,0.14,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,147.668,38.43443,-121.52448,Lower Sac R,0.102 (0.015),20,44,Caldwell_Park_Rel
Hood,21,0.098,0.014,0.07,0.13,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,138.228,38.3617,-121.52033,Lower Sac R,0.098 (0.014),21,42,Caldwell_Park_Rel
Chipps,22,0.063,0.012,0.04,0.09,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,71.48599999999999,38.046132,-121.912643,West Delta,0.063 (0.012),22,26,Caldwell_Park_Rel
Benicia,23,0.056,0.011,0.04,0.08,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.056 (0.011),23,24,Caldwell_Park_Rel
GoldenGateE,24,0.056,0.011,0.04,0.08,2,2022-03-02_Caldwell_Park_Rel,2022-03-02,1.71,37.82794,-122.46168,SF Bay,0.056 (0.011),24,11,Caldwell_Park_Rel
