GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Blw_IrvineFinch,3,0.917,0.02,0.87,0.95,2,2023-02-01_RBDD_Rel,2023-02-01,394.668,39.73146,-121.97483,Upper Sac R,0.917 (0.02),3,183,RBDD_Rel
Ord,4,0.778,0.03,0.71,0.83,2,2023-02-01_RBDD_Rel,2023-02-01,371.658,39.634564999999995,-121.98939,Upper Sac R,0.778 (0.03),4,144,RBDD_Rel
BlwOrd,5,0.722,0.032,0.66,0.78,2,2023-02-01_RBDD_Rel,2023-02-01,361.728,39.56548,-122.0018,Upper Sac R,0.722 (0.032),5,143,RBDD_Rel
AbvButteBr,6,0.626,0.034,0.56,0.69,2,2023-02-01_RBDD_Rel,2023-02-01,347.188,39.4717175,-121.995482,Lower Sac R,0.626 (0.034),6,122,RBDD_Rel
Colusa AC3,7,0.591,0.035,0.52,0.66,2,2023-02-01_RBDD_Rel,2023-02-01,331.158,39.36038,-122.01373,Lower Sac R,0.591 (0.035),7,117,RBDD_Rel
Benicia,8,0.181,0.027,0.13,0.24,2,2023-02-01_RBDD_Rel,2023-02-01,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.181 (0.027),8,36,RBDD_Rel
GoldenGateE,9,0.112,0.024,0.07,0.17,2,2023-02-01_RBDD_Rel,2023-02-01,1.71,37.82794,-122.46168,SF Bay,0.112 (0.024),9,16,RBDD_Rel
RBDD_Rel,0.5,1,0,0,0,3,2023-03-01_RBDD_Rel,2023-03-01,461.579,40.15444,-122.20249,Upper Sac R,1 (NA),0.5,200,RBDD_Rel
Abv_WoodsonBr,1,0.971,0.012,0.94,0.99,3,2023-03-01_RBDD_Rel,2023-03-01,425.158,39.920094,-122.08446000000001,Upper Sac R,0.971 (0.012),1,191,RBDD_Rel
GCID,2,0.941,0.017,0.9,0.97,3,2023-03-01_RBDD_Rel,2023-03-01,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.941 (0.017),2,187,RBDD_Rel
Blw_IrvineFinch,3,0.891,0.022,0.84,0.93,3,2023-03-01_RBDD_Rel,2023-03-01,394.668,39.73146,-121.97483,Upper Sac R,0.891 (0.022),3,177,RBDD_Rel
Ord,4,0.841,0.026,0.78,0.89,3,2023-03-01_RBDD_Rel,2023-03-01,371.658,39.634564999999995,-121.98939,Upper Sac R,0.841 (0.026),4,167,RBDD_Rel
BlwOrd,5,0.816,0.027,0.76,0.86,3,2023-03-01_RBDD_Rel,2023-03-01,361.728,39.56548,-122.0018,Upper Sac R,0.816 (0.027),5,163,RBDD_Rel
AbvButteBr,6,0.791,0.029,0.73,0.84,3,2023-03-01_RBDD_Rel,2023-03-01,347.188,39.4717175,-121.995482,Lower Sac R,0.791 (0.029),6,156,RBDD_Rel
Colusa AC3,7,0.777,0.03,0.71,0.83,3,2023-03-01_RBDD_Rel,2023-03-01,331.158,39.36038,-122.01373,Lower Sac R,0.777 (0.03),7,153,RBDD_Rel
Benicia,8,0.311,0.033,0.25,0.38,3,2023-03-01_RBDD_Rel,2023-03-01,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.311 (0.033),8,61,RBDD_Rel
GoldenGateE,9,0.229,0.032,0.17,0.3,3,2023-03-01_RBDD_Rel,2023-03-01,1.71,37.82794,-122.46168,SF Bay,0.229 (0.032),9,36,RBDD_Rel
RB River Park_Rel,0.5,1,0,0,0,4,2023-03-15_RB River Park_Rel,2023-03-15,463.7,40.17383,-122.22772,Upper Sac R,1 (NA),0.5,200,RB River Park_Rel
Abv_WoodsonBr,1,0.798,0.029,0.74,0.85,4,2023-03-15_RB River Park_Rel,2023-03-15,425.158,39.920094,-122.08446000000001,Upper Sac R,0.798 (0.029),1,136,RB River Park_Rel
GCID,2,0.731,0.031,0.66,0.79,4,2023-03-15_RB River Park_Rel,2023-03-15,405.273,39.799051000000006,-122.0471165,Upper Sac R,0.731 (0.031),2,137,RB River Park_Rel
Blw_IrvineFinch,3,0.681,0.033,0.61,0.74,4,2023-03-15_RB River Park_Rel,2023-03-15,394.668,39.73146,-121.97483,Upper Sac R,0.681 (0.033),3,130,RB River Park_Rel
Ord,4,0.616,0.034,0.55,0.68,4,2023-03-15_RB River Park_Rel,2023-03-15,371.658,39.634564999999995,-121.98939,Upper Sac R,0.616 (0.034),4,113,RB River Park_Rel
BlwOrd,5,0.6,0.035,0.53,0.67,4,2023-03-15_RB River Park_Rel,2023-03-15,361.728,39.56548,-122.0018,Upper Sac R,0.6 (0.035),5,112,RB River Park_Rel
AbvButteBr,6,0.6,0.035,0.53,0.67,4,2023-03-15_RB River Park_Rel,2023-03-15,347.188,39.4717175,-121.995482,Lower Sac R,0.6 (0.035),6,115,RB River Park_Rel
Colusa AC3,7,0.576,0.035,0.51,0.64,4,2023-03-15_RB River Park_Rel,2023-03-15,331.158,39.36038,-122.01373,Lower Sac R,0.576 (0.035),7,114,RB River Park_Rel
Benicia,8,0.501,0.035,0.43,0.57,4,2023-03-15_RB River Park_Rel,2023-03-15,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.501 (0.035),8,100,RB River Park_Rel
GoldenGateE,9,0.341,0.036,0.28,0.42,4,2023-03-15_RB River Park_Rel,2023-03-15,1.71,37.82794,-122.46168,SF Bay,0.341 (0.036),9,46,RB River Park_Rel
