GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Blw_FRConf,6,0.218,0.048,0.14,0.33,3,2015-04-02_FR_Boyds_Rel,2015-04-02,203.46,38.78212,-121.61526,Lower Sac R,0.218 (0.048),6,16,FR_Boyds_Rel
I80-50_Br,7,0.113,0.038,0.06,0.21,3,2015-04-02_FR_Boyds_Rel,2015-04-02,170.74,38.571133,-121.5164,Lower Sac R,0.113 (0.038),7,8,FR_Boyds_Rel
Freeport,8,0.04,0.023,0.01,0.12,3,2015-04-02_FR_Boyds_Rel,2015-04-02,152.43,38.46467,-121.50501,Lower Sac R,0.04 (0.023),8,3,FR_Boyds_Rel
FR_Gridley_Rel,0.5,1,0,0,0,4,2015-04-02_FR_Gridley_Rel,2015-04-02,287.38,39.357876,-121.63604,Feather_R,1 (NA),0.5,75,FR_Gridley_Rel
CoxRiffle,1,0.947,0.026,0.87,0.98,4,2015-04-02_FR_Gridley_Rel,2015-04-02,283.87,39.333267,-121.632675,Feather_R,0.947 (0.026),1,71,FR_Gridley_Rel
SunsetPumps,2,0.845,0.053,0.71,0.92,4,2015-04-02_FR_Gridley_Rel,2015-04-02,269.75,39.251724,-121.63522,Feather_R,0.845 (0.053),2,54,FR_Gridley_Rel
ShanghaiBend,3,0.413,0.057,0.31,0.53,4,2015-04-02_FR_Gridley_Rel,2015-04-02,245.45,39.094635,-121.59285,Feather_R,0.413 (0.057),3,31,FR_Gridley_Rel
StarBend,4,0.347,0.055,0.25,0.46,4,2015-04-02_FR_Gridley_Rel,2015-04-02,234.92,39.009884,-121.59382,Feather_R,0.347 (0.055),4,26,FR_Gridley_Rel
BC_Beach,5,0.2,0.046,0.12,0.31,4,2015-04-02_FR_Gridley_Rel,2015-04-02,217.31,38.877506,-121.61404,Feather_R,0.2 (0.046),5,15,FR_Gridley_Rel
Blw_FRConf,6,0.135,0.04,0.07,0.23,4,2015-04-02_FR_Gridley_Rel,2015-04-02,203.46,38.78212,-121.61526,Lower Sac R,0.135 (0.04),6,10,FR_Gridley_Rel
I80-50_Br,7,0.096,0.035,0.05,0.19,4,2015-04-02_FR_Gridley_Rel,2015-04-02,170.74,38.571133,-121.5164,Lower Sac R,0.096 (0.035),7,7,FR_Gridley_Rel
Freeport,8,0.067,0.029,0.03,0.15,4,2015-04-02_FR_Gridley_Rel,2015-04-02,152.43,38.46467,-121.50501,Lower Sac R,0.067 (0.029),8,5,FR_Gridley_Rel
