GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,studyID,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
Ord,10,0.146,0.01,0.13,0.17,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,371.658,39.63447,-121.98959,Upper Sac R,0.146 (0.01),10,172,NFBC_BelowECD_rel
BlwOrd,11,0.125,0.01,0.11,0.14,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,361.728,39.56548,-122.0018,Upper Sac R,0.125 (0.01),11,148,NFBC_BelowECD_rel
Colusa AC3,12,0.088,0.008,0.07,0.1,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,331.158,39.36038,-122.01373,Lower Sac R,0.088 (0.008),12,104,NFBC_BelowECD_rel
Colusa AC2,13,0.078,0.008,0.06,0.1,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,318.618,39.28007,-122.01891,Lower Sac R,0.078 (0.008),13,90,NFBC_BelowECD_rel
AbvColusaBr,14,0.068,0.007,0.06,0.08,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,307.738,39.2205,-122.00847,Lower Sac R,0.068 (0.007),14,80,NFBC_BelowECD_rel
Colusa BC2,15,0.067,0.007,0.05,0.08,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,296.278,39.184963,-121.943214,Lower Sac R,0.067 (0.007),15,79,NFBC_BelowECD_rel
Colusa BC3,16,0.062,0.007,0.05,0.08,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,287.208,39.13132,-121.936554,Lower Sac R,0.062 (0.007),16,72,NFBC_BelowECD_rel
AbvTisdale,17,0.053,0.006,0.04,0.07,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,269.238,39.0364,-121.82918,Lower Sac R,0.053 (0.006),17,62,NFBC_BelowECD_rel
BlwChinaBend,18,0.053,0.006,0.04,0.07,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,240.618,38.88406,-121.81713,Lower Sac R,0.053 (0.006),18,46,NFBC_BelowECD_rel
Knights_RST,19,0.034,0.006,0.02,0.05,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,222.05,38.79348,-121.6914625,Lower Sac R,0.034 (0.006),19,37,NFBC_BelowECD_rel
TowerBridge,20,0.011,0.003,0.01,0.02,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,172,38.5802,-121.508,Lower Sac R,0.011 (0.003),20,13,NFBC_BelowECD_rel
Freeport,21,0.008,0.002,0,0.01,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,152.23149999999998,38.46467,-121.50501,Lower Sac R,0.008 (0.002),21,9,NFBC_BelowECD_rel
Hood_1,22,0.005,0.002,0,0.01,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,138.228,38.3617,-121.52033,Lower Sac R,0.005 (0.002),22,6,NFBC_BelowECD_rel
Chipps,23,0.001,0.001,0,0.01,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,71.48599999999999,38.046132,-121.912643,West Delta,0.001 (0.001),23,1,NFBC_BelowECD_rel
Benicia,24,0.001,0.001,0,0.01,1,2022-03-16_NFBC_BelowECD_rel,2022-03-16,BC_Jumpstart_2022,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.001 (0.001),24,1,NFBC_BelowECD_rel
