"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.50","psrf","parameter","est","l95","u95"
"GivenDetectionAtD.8_pred[3]",0,0,1,0.157416666666667,0.424310806347456,0,0.00174185581078634,0.4,59339,-0.000668494034292395,1.0000140977098,"GivenDetectionAtD.8_pred[3]",0.157,0,1
"GivenDetectionAtD.8_pred[4]",0,0,3,0.8412,1.1827535140924,0,0.00511304461715833,0.4,53509,-0.00189826470463332,1.00000782033574,"GivenDetectionAtD.8_pred[4]",0.841,0,3
"Auxiliary_D.14_pred[1]",0,0,2,0.477033333333333,0.877791950028031,0,0.00362323263019888,0.4,58694,-0.00458848816463585,1.00009061457672,"Auxiliary_D.14_pred[1]",0.477,0,2
"Auxiliary_D.14_pred[2]",0,0,2,0.471233333333333,0.870738258782441,0,0.00355477405589416,0.4,60000,-0.0042491200670236,0.999989951158605,"Auxiliary_D.14_pred[2]",0.471,0,2
"Auxiliary_D.14_pred[3]",0,0,3,0.6787,1.03801939677018,0,0.00426714615365042,0.4,59175,0.00391242634727404,0.999990016797946,"Auxiliary_D.14_pred[3]",0.679,0,3
"GivenDetectionAtD.14_pred[1]",0,1,4,1.13565,1.39139546637745,0,0.00571790044900706,0.4,59214,0.0019707116977591,1.00015055429429,"GivenDetectionAtD.14_pred[1]",1.136,0,4
"GivenDetectionAtD.14_pred[2]",0,0,2,0.491316666666667,0.877916536662974,0,0.00359025206847618,0.4,59794,0.00273478827565314,1.00005647569883,"GivenDetectionAtD.14_pred[2]",0.491,0,2
"Auxiliary_D.15_pred[1]",0,1,5,1.88961666666667,1.75810040526875,1,0.00726018029510316,0.4,58640,-0.00368466402345655,1.00001668303295,"Auxiliary_D.15_pred[1]",1.89,0,5
"Auxiliary_D.15_pred[2]",0,0,2,0.51415,0.868070083534637,0,0.00354388127605869,0.4,60000,0.00100338824371614,0.999998768830769,"Auxiliary_D.15_pred[2]",0.514,0,2
"Auxiliary_D.15_pred[3]",0,1,3,0.872366666666667,1.15534928892603,0,0.00470776118713885,0.4,60228,0.00509594887463447,1.0000614979088,"Auxiliary_D.15_pred[3]",0.872,0,3
