Index,KES,BND,BTC,WLK,MEN,NEW,VNS,MSD,BND.Natural
2011-04-26,5875,10996,13714,14121,3084,11283,22233,20353,24100
2011-04-27,5878,10533,12777,13817,3085,11100,21692,19843,24472
2011-04-28,5848,10009,11458,12825,3018,10850,21179,19477,21208
2011-04-29,5957,8928,10685,11563,2647,10429,20696,19184,20883
2011-04-30,5999,8855,10239,10638,2719,10143,20158,17483,18255
2011-05-01,5939,8656,9834,10108,2773,9665,19279,18025,18158
2011-05-02,5877,8425,9251,9430,2712,9104,18338,16990,17379
2011-05-03,7443,9265,8673,8496,2466,8649,17438,15709,16116
2011-05-04,7660,10048,8907,7946,2296,8405,16629,14776,16288
2011-05-05,7551,10258,9395,8135,2085,8245,16025,14120,16938
2011-05-06,7413,10010,9563,8421,1795,8072,15613,13786,17063
2011-05-07,7279,9977,9475,8430,1467,7845,15558,13845,15938
2011-05-08,7306,10292,9493,8397,1027,7649,15488,13955,14976
2011-05-09,7249,10281,10145,8599,988,7421,15342,14076,15935
2011-05-10,7295,9862,9923,8840,1072,7135,15004,13895,14496
2011-05-11,7430,9824,9629,8550,1043,6748,14604,13447,14485
2011-05-12,7515,9979,9352,8165,813,6388,14171,12911,14920
2011-05-13,7350,9882,9185,7880,875,6293,13704,12304,14699
2011-05-14,7452,9768,9200,7805,1184,6010,13321,11804,16568
2011-05-15,7437,10210,9376,7988,1116,5563,13108,11433,17366
2011-05-16,7516,10188,9839,8260,956,5405,12921,11180,14931
2011-05-17,7510,10669,10292,8839,929,5439,12158,10604,17656
2011-05-18,8471,14746,14200,9715,805,5454,10500,10762,17627
2011-05-19,8504,12304,16060,14179,886,5413,10450,11233,17621
2011-05-20,9455,11838,13590,14271,782,5381,10346,NA,14274
2011-05-21,9499,11779,12730,12838,741,5376,10188,NA,14118
2011-05-22,9514,11704,12386,12167,864,5349,10049,NA,14049
2011-05-23,9806,12008,12217,11663,663,5250,9960,9455,15140
2011-05-24,9493,12742,12505,11429,476,5217,9809,9077,13331
2011-05-25,9501,12742,13006,11692,366,5468,9636,8871,16136
2011-05-26,9411,13825,14427,12354,369,5396,9703,8923,16141
2011-05-27,10451,13475,14518,13529,353,5199,9993,NA,14042
2011-05-28,11097,14233,14304,13700,321,5055,10758,NA,15191
2011-05-29,11204,14363,14701,13925,300,4976,10475,NA,13415
2011-05-30,11206,14088,14583,14288,418,4928,10346,NA,16116
2011-05-31,11109,13879,14277,14192,447,4858,10300,NA,16719
2011-06-01,11480,15846,14325,13958,394,4739,10521,NA,18199
2011-06-02,12754,17546,15365,14254,438,4412,10758,NA,17742
2011-06-03,13426,16246,16362,14896,444,4132,10417,NA,15709
2011-06-04,18888,22121,15954,15725,420,4022,10496,NA,13985
2011-06-05,19184,24146,20696,16588,367,3728,11179,NA,16577
2011-06-06,18544,24213,24645,20496,518,3537,11333,12111,18796
2011-06-07,17123,23867,25839,22971,696,3598,11121,12006,16224
2011-06-08,14150,20146,25216,23475,707,3638,11008,11832,14240
2011-06-09,12812,17754,21038,22904,385,3692,10858,10896,16740
2011-06-10,10915,15292,17886,20617,210,3687,10708,9807,16919
2011-06-11,9494,13071,15624,17604,283,3533,10679,9339,15353
2011-06-12,9309,12167,13987,15196,599,3270,11004,10387,16137
2011-06-13,9932,12500,12921,13438,1028,3073,11283,11763,13835
2011-06-14,11596,13471,12506,12292,998,2977,11067,11593,13359
2011-06-15,10933,14346,12445,11804,432,2898,10800,10344,14414
2011-06-16,10933,13533,12432,11571,354,3007,10313,9034,14169
2011-06-17,11007,13413,12160,11579,830,3323,10108,8633,13250
2011-06-18,10950,13338,11876,11138,1474,3348,10138,8735,12411
2011-06-19,11027,13213,11628,10788,1392,3285,10074,8814,11528
2011-06-20,11066,13138,11602,10513,1911,3574,9916,8819,12743
2011-06-21,11181,13338,11472,10467,1643,4133,9799,8751,12227
2011-06-22,11182,13408,11396,10333,1553,4630,9885,8875,10601
2011-06-23,11154,13250,11293,10183,1568,4978,10050,8828,10768
2011-06-24,10452,12414,10941,9823,1529,5202,10200,9014,11112
2011-06-25,11259,13158,10118,9409,1710,5349,10242,9017,10683
2011-06-26,11256,13058,10622,8699,1974,5885,10296,8998,10529
2011-06-27,11254,12942,10649,8943,2030,6235,10471,9000,9757
2011-06-28,11246,13083,10650,9095,1988,6352,10433,8988,12957
2011-06-29,11225,13821,11170,9527,1640,6303,10375,9434,11852
2011-06-30,11914,14171,12370,10667,908,6379,10333,9161,10130
2011-07-01,12529,14492,12504,11838,876,6937,11717,11459,10415
2011-07-02,12387,14446,12367,12079,1135,7066,12538,13198,9766
2011-07-03,12516,14275,11747,11842,1232,6617,12583,13491,9744
2011-07-04,12588,14579,11530,11275,1338,6092,11871,13341,9278
2011-07-05,12878,14517,11561,10846,1405,5870,10005,10544,8977
2011-07-06,13000,14804,11415,10508,1338,5818,9062,9124,8632
2011-07-07,13005,14317,11400,10258,1168,5691,9505,9110,7563
2011-07-08,12995,13904,10948,9893,1016,5581,10338,9015,7234
2011-07-09,12530,13708,10833,9336,1643,5643,10846,9278,7571
2011-07-10,12512,13375,10405,8993,2240,5931,10975,10765,7191
2011-07-11,12504,13279,10228,8493,2664,6120,11046,11993,6384
2011-07-12,12336,13346,10239,8297,2191,6418,10044,9997,7216
2011-07-13,12219,13188,10299,8435,989,6971,9728,8672,6636
2011-07-14,12308,13192,10215,8465,667,7380,10009,8775,6624
2011-07-15,12224,13254,10215,8460,569,6576,10250,9100,6196
2011-07-16,12187,13042,10234,8501,503,4825,10127,9572,6038
2011-07-17,12506,13229,10127,8550,489,3510,9571,8559,5980
2011-07-18,12513,13192,10267,8501,420,3160,8806,8298,5717
2011-07-19,12512,13183,10204,8586,362,2879,8873,8721,6275
2011-07-20,11967,12808,10145,8517,321,2549,8661,8785,5723
2011-07-21,11921,12729,9812,8188,315,2153,7350,7957,5601
2011-07-22,11777,12708,9756,7565,341,1832,6443,6803,5445
2011-07-23,11778,12458,9857,7533,362,1611,5815,5998,5280
2011-07-24,11842,12558,9668,7542,366,1481,5280,5274,5085
2011-07-25,12037,12579,9832,7556,362,1434,5449,4923,5185
2011-07-26,12086,12488,9694,7613,406,1360,5813,4546,5194
2011-07-27,11959,12354,9532,7432,396,1133,5567,4252,5165
2011-07-28,11964,12388,9308,7232,409,1049,5443,4094,5566
2011-07-29,11950,12621,9244,7048,430,947,5353,4044,5566
2011-07-30,12000,12896,9463,7063,416,920,5298,3982,5288
2011-07-31,11959,12704,9691,7288,404,932,4208,3962,5150
2011-08-01,11985,12733,9591,7483,415,968,4233,3947,5346
2011-08-02,11988,12471,9502,7396,411,996,4385,4063,5353
2011-08-03,12149,12896,9222,7280,408,990,5277,4935,5353
2011-08-04,12015,12800,9526,7141,412,931,5506,5453,5557
2011-08-05,12117,13042,9584,7348,420,735,5319,5294,5107
2011-08-06,11943,12813,9980,7487,397,727,5250,5219,4807
2011-08-07,11718,12383,9799,7843,367,760,5095,5095,4614
2011-08-08,11749,12496,9427,7681,343,825,5177,5121,4720
2011-08-09,11699,12563,9390,7396,348,775,5064,5008,5463
2011-08-10,11699,12571,9390,7323,347,698,5047,4915,5275
2011-08-11,11707,12358,9370,7305,344,677,4952,4789,5409
2011-08-12,11708,12600,9247,7226,357,668,4927,4755,4768
2011-08-13,11482,12358,9424,7150,353,669,4966,4747,5437
2011-08-14,11357,12250,9178,7324,338,735,5007,4858,4913
2011-08-15,11331,12121,9131,7195,350,731,5021,4860,4477
2011-08-16,11491,12171,9011,7145,325,785,4881,4722,5189
2011-08-17,11481,12079,9032,7085,327,789,4791,4635,901
2011-08-18,10994,11929,8998,7267,399,735,4959,NA,4545
2011-08-19,11292,11954,8790,7079,395,711,5273,NA,5334
2011-08-20,11177,11767,8822,6915,361,709,5268,NA,4728
2011-08-21,11112,11733,8802,7040,395,719,5422,NA,4466
2011-08-22,11253,11913,8961,7080,425,758,5507,NA,5030
2011-08-23,11160,11883,8973,7151,426,940,5369,NA,5185
2011-08-24,11121,12104,8908,7199,420,1869,5460,NA,5197
2011-08-25,11040,11788,9053,7291,421,NA,6028,NA,4941
2011-08-26,10872,11888,9012,7471,388,2465,6445,NA,4748
2011-08-27,10948,11650,9116,7661,323,2561,6674,NA,4304
2011-08-28,10854,11500,9208,7745,277,2593,6855,NA,3886
2011-08-29,10998,11908,9146,7870,287,2189,7056,NA,4899
2011-08-30,10999,11879,9446,7827,376,2339,6235,NA,4435
2011-08-31,10997,11571,9409,7929,327,2558,5902,NA,4538
2011-09-01,10666,11454,9558,8052,324,2113,5942,NA,4959
2011-09-02,10740,11050,10052,8484,300,1177,5604,NA,4285
2011-09-03,10676,11221,9728,8633,269,947,5069,NA,4450
2011-09-04,10755,11104,9548,8488,247,889,4918,NA,3924
2011-09-05,10758,11296,9493,8442,273,876,4871,NA,4653
2011-09-06,10426,11167,9633,8573,291,819,4723,NA,4579
2011-09-07,10737,11275,9603,8635,278,841,4895,NA,4806
2011-09-08,10469,11100,9770,8624,265,741,5042,NA,4217
2011-09-09,10529,10900,9718,8863,261,695,4571,NA,4418
2011-09-10,10256,10692,9576,9030,268,717,4326,NA,4292
2011-09-11,10004,10433,9454,9027,258,702,4105,NA,4366
2011-09-12,10016,10346,9303,9171,253,752,3917,NA,4950
2011-09-13,10016,10700,9325,9028,297,744,3729,NA,4468
2011-09-14,9810,10441,9626,9125,352,953,4060,NA,4364
2011-09-15,9607,9866,9575,9485,373,NA,3775,NA,4686
2011-09-16,9399,9636,9215,9463,352,799,3865,NA,3742
2011-09-17,9403,9618,9033,9248,327,825,3876,NA,4119
2011-09-18,9405,9678,9170,9079,311,870,3890,NA,4045
2011-09-19,9419,9623,9224,9161,309,925,3944,NA,4201
2011-09-20,9262,9745,9222,9100,361,901,3928,NA,4893
2011-09-21,9319,9432,9360,9022,416,870,3911,NA,4730
2011-09-22,9398,9516,9202,9046,441,822,3839,NA,5274
2011-09-23,9206,9340,9233,8914,412,858,3802,NA,4606
2011-09-24,9015,8963,9022,8852,378,890,3929,NA,3987
2011-09-25,8813,8811,8784,8630,376,920,4102,NA,3660
2011-09-26,8826,9163,8663,8425,355,984,4241,NA,4418
2011-09-27,8807,9185,8908,8372,342,933,4268,NA,5057
2011-09-28,8802,9100,8944,8535,351,870,4215,NA,4677
2011-09-29,8801,9129,8996,8565,372,849,4259,NA,4696
2011-09-30,8806,9088,9114,8624,364,836,4311,NA,4240
2011-10-01,8764,9055,9008,8715,363,881,4384,NA,4503
2011-10-02,8598,8953,8991,8645,379,950,4410,NA,4192
2011-10-03,8223,8676,8934,8573,356,983,4432,NA,4508
2011-10-04,8213,8815,8776,8514,338,987,4518,NA,6581
2011-10-05,8201,9340,9180,8472,300,1102,4643,NA,7012
2011-10-06,8078,9329,9875,8933,257,1260,4839,NA,5550
2011-10-07,8115,9060,9848,9499,243,1385,4869,NA,4499
2011-10-08,8279,8943,9573,9424,242,1411,4889,NA,4888
2011-10-09,8181,8891,9461,9179,244,1443,4943,NA,4433
2011-10-10,8315,9078,9491,9144,248,1455,4939,NA,6430
2011-10-11,8153,9276,9758,9227,235,1423,4983,NA,5396
2011-10-12,8071,8922,9826,9482,221,1512,5314,NA,4758
2011-10-13,8317,9003,9473,9454,218,1483,5239,NA,5253
2011-10-14,8208,8902,9487,9165,217,1458,5375,NA,5253
2011-10-15,7306,8373,9405,9151,222,1437,5099,NA,4734
2011-10-16,6191,7210,8956,9063,213,1445,5002,NA,4494
2011-10-17,6000,6674,7981,8440,217,1475,4700,NA,5100
2011-10-18,6008,6650,7395,7473,236,1567,4668,NA,4466
2011-10-19,6005,6843,7189,6930,253,1579,4440,NA,4679
2011-10-20,6937,7264,6980,6671,248,1587,4418,NA,4840
2011-10-21,7006,7673,7176,6485,252,1572,4316,NA,4466
2011-10-22,7007,7683,7483,6723,262,1591,4468,NA,4630
2011-10-23,7002,7669,7479,6897,267,1588,4446,NA,4995
2011-10-24,7002,7659,7427,6885,251,1639,4565,NA,4676
2011-10-25,7007,7630,7290,6813,240,1630,4443,NA,4121
2011-10-26,7028,7640,7096,6643,238,1609,4579,NA,4905
2011-10-27,7030,7699,7039,6477,277,1623,4419,NA,5094
2011-10-28,7009,7627,6928,6375,313,1738,4280,NA,5117
2011-10-29,7005,7634,6839,6204,299,1743,4349,NA,4483
2011-10-30,7000,7630,6833,6100,282,1702,4367,NA,4693
2011-10-31,7004,7633,6758,6071,264,1708,4379,NA,5075
2011-11-01,6997,7591,6726,5910,247,1607,4350,NA,4885
2011-11-02,7001,7605,6626,5792,250,1168,4182,NA,5451
2011-11-03,6999,7631,6578,5793,245,1079,3614,NA,5264
2011-11-04,7015,7706,6508,5718,261,1024,3175,NA,4874
2011-11-05,7010,7667,6512,5632,288,988,2935,NA,5658
2011-11-06,6728,7770,6549,5663,297,975,2825,NA,5206
2011-11-07,7003,7752,6718,5580,301,972,2668,NA,5068
2011-11-08,7007,7712,6817,5453,303,964,2467,NA,4390
2011-11-09,6997,7711,6788,5337,309,966,2123,NA,3846
2011-11-10,7006,7709,6736,5244,292,1022,2066,NA,4287
2011-11-11,7008,7731,6763,5242,292,1026,2260,NA,4357
2011-11-12,7009,7724,6914,5302,280,1029,2246,NA,4468
2011-11-13,7006,7742,7001,5413,273,1023,2209,NA,4556
2011-11-14,7008,7899,7059,5626,273,1019,2182,NA,4239
2011-11-15,6766,8521,7088,5634,393,1016,2136,NA,5462
2011-11-16,7004,8538,7110,5678,507,1006,2131,NA,5642
2011-11-17,7006,8519,7100,5707,223,1023,2092,NA,5123
2011-11-18,7006,8539,7093,5758,56,1105,2080,NA,5254
2011-11-19,7010,8571,7158,5827,44,1245,2101,NA,6116
2011-11-20,6781,8577,7557,6054,39,1269,2192,NA,5334
2011-11-21,7004,8488,7458,6394,39,1193,2243,NA,4807
2011-11-22,7006,8677,7405,6492,37,1163,2170,NA,6563
2011-11-23,7009,8713,7659,6648,34,1103,2092,NA,7361
2011-11-24,7005,9451,7992,6995,32,1070,2044,NA,8143
2011-11-25,7011,9159,8619,7515,31,1045,2005,NA,6611
2011-11-26,7009,8893,8336,8033,29,1003,1980,NA,6581
2011-11-27,6097,8287,8076,7855,29,994,1958,NA,5494
2011-11-28,5996,7679,7546,7586,28,970,1938,NA,5240
2011-11-29,6014,7591,7048,6932,26,937,1891,NA,5493
2011-11-30,5975,7618,6875,6649,26,839,1832,NA,5041
2011-12-01,5863,7479,6768,6444,25,772,1769,NA,5786
2011-12-02,5816,7526,6684,6385,25,735,1715,NA,7233
2011-12-03,5616,7239,6702,6295,24,720,1647,NA,6226
2011-12-04,5563,7037,6489,6137,24,701,1614,NA,5174
2011-12-05,5601,7033,6303,5893,23,660,1646,NA,5409
2011-12-06,5414,6934,6266,5628,23,630,1549,NA,5213
2011-12-07,5208,6736,6186,5440,23,626,1506,NA,4624
2011-12-08,5010,6556,5959,5286,23,616,1486,NA,5106
2011-12-09,4997,6448,5739,5080,23,619,1471,NA,5186
2011-12-10,4902,6465,5653,4955,23,621,1448,NA,5278
2011-12-11,5000,6404,5704,4957,23,629,1484,NA,4894
2011-12-12,4993,6353,5682,5030,23,627,1517,NA,5597
2011-12-13,4995,6358,5626,5099,24,611,1550,NA,5116
2011-12-14,5000,6433,5659,5119,23,603,1759,NA,4519
2011-12-15,4993,6417,5768,5185,23,591,1763,NA,4897
2011-12-16,4996,6399,5742,5325,19,590,1807,NA,4406
2011-12-17,4997,6364,5769,5416,3,595,1789,NA,4253
2011-12-18,4997,6343,5726,5477,3,612,1805,NA,4716
2011-12-19,4997,6332,5691,5447,3,624,1820,NA,4724
2011-12-20,4993,6310,5680,5390,2,625,1820,NA,4724
2011-12-21,4991,6299,5628,5326,2,624,1809,NA,5084
2011-12-22,5001,6336,5538,5222,2,610,1784,NA,5084
2011-12-23,4994,6320,5447,5138,2,594,1798,NA,4366
2011-12-24,4992,6314,5442,5098,1,606,1803,NA,4366
2011-12-25,4995,6320,5436,5084,0,609,1814,NA,4714
2011-12-26,5000,6338,5432,5080,NA,620,1820,NA,4739
2011-12-27,4992,6321,5441,5087,NA,608,1779,NA,6236
2011-12-28,4980,6320,5440,5086,1,583,1738,NA,5734
2011-12-29,4989,6311,5464,5078,0,617,1715,NA,3640
2011-12-30,5001,6330,5398,5073,NA,661,1731,NA,5111
2011-12-31,5006,6347,5367,5020,NA,656,1771,NA,3421
2012-01-01,4996,6316,5396,5024,NA,628,1802,NA,3954
2012-01-02,5003,6279,5369,5053,NA,620,1774,NA,4591
2012-01-03,5010,6263,5345,5047,NA,601,1694,NA,4161
2012-01-04,4992,6285,5270,5018,1,579,1666,NA,4480
2012-01-05,4986,6290,5199,4906,0,573,1643,NA,4367
2012-01-06,4999,6290,5089,4783,0,557,1611,NA,4245
2012-01-07,4991,6295,5010,4743,NA,548,1633,NA,4839
2012-01-08,4994,6268,5856,4848,NA,555,1696,NA,4161
2012-01-09,4899,6234,6022,5306,NA,545,1728,NA,4280
2012-01-10,4812,6169,5987,5487,NA,521,1724,NA,4607
2012-01-11,4699,6067,6001,5447,NA,531,1687,NA,4608
2012-01-12,4595,5875,5975,5438,NA,519,1634,NA,4582
2012-01-13,4502,5741,5887,5373,NA,496,1627,NA,4720
2012-01-14,4500,5691,5782,5336,83,491,1631,NA,5150
2012-01-15,4492,5659,5717,5242,101,508,1663,NA,4935
2012-01-16,4497,5626,5731,5243,127,513,1674,NA,4719
2012-01-17,4494,5581,5805,5418,125,491,1669,NA,4425
2012-01-18,4402,5501,5823,5379,129,489,1703,NA,5719
2012-01-19,4301,5535,5841,5463,125,483,1758,NA,7831
2012-01-20,4216,7081,6115,5583,111,490,1818,NA,13061
2012-01-21,4111,17466,12269,6361,78,546,1950,NA,21677
2012-01-22,4013,8283,17118,14227,89,570,2155,NA,13105
2012-01-23,4010,18038,16748,14838,113,624,2190,NA,23074
2012-01-24,4006,8275,22428,19463,140,631,2206,NA,11206
2012-01-25,4010,6906,11093,18392,141,643,2078,NA,8325
2012-01-26,4009,7281,9084,12417,170,595,2041,NA,9479
2012-01-27,4010,7373,9359,10729,196,576,2051,NA,9098
2012-01-28,4008,6527,9114,10788,210,550,2015,NA,6784
2012-01-29,4005,6127,8084,10215,231,556,1985,NA,7001
2012-01-30,4010,5933,7475,9308,262,611,1976,NA,6242
2012-01-31,4011,5814,7105,8675,288,627,1991,NA,6570
2012-02-01,3911,5698,6858,8210,292,615,2038,NA,6492
2012-02-02,3816,5545,6657,7879,297,578,1982,NA,6440
2012-02-03,3717,5310,6446,7515,328,572,1816,NA,6211
2012-02-04,3613,5155,6172,7086,361,572,1722,NA,5854
2012-02-05,3519,5014,5968,6772,413,573,1678,NA,5790
2012-02-06,3408,4867,5793,6553,471,590,1642,NA,5766
2012-02-07,3315,4763,5669,6594,481,609,1635,NA,6592
2012-02-08,3631,4778,5554,6872,508,628,1651,NA,6456
2012-02-09,4010,5378,5512,6767,510,617,1674,NA,6684
2012-02-10,4014,5355,5944,6795,476,612,1668,NA,5012
2012-02-11,4010,5419,5979,7044,434,604,1655,NA,7053
2012-02-12,4000,5449,6071,7063,417,618,1676,NA,7132
2012-02-13,4003,6261,6312,6989,405,636,1685,NA,7993
2012-02-14,4007,5902,7078,7135,397,639,1641,NA,6534
2012-02-15,4008,5615,6572,7578,393,681,1582,NA,5818
2012-02-16,4006,5495,6188,7202,363,707,1586,NA,6161
2012-02-17,4012,5398,6072,6895,358,722,1610,NA,6417
2012-02-18,4011,5283,5923,6764,374,722,1611,NA,6284
2012-02-19,4011,5236,5767,6595,376,741,1595,NA,5652
2012-02-20,4013,5288,5694,6405,367,707,1611,NA,5876
2012-02-21,4019,5292,5763,6283,353,673,1531,1458,5261
2012-02-22,4949,5825,5648,6166,328,672,1433,1304,5390
2012-02-23,4990,6143,5827,5968,298,688,1393,1243,4681
2012-02-24,4989,6130,6120,6123,275,680,1389,1155,5593
2012-02-25,4900,6078,6122,6203,265,674,1296,1108,5183
2012-02-26,4733,5955,6099,6236,265,688,1293,958,5306
2012-02-27,4526,5826,6002,6178,259,669,1333,1019,5490
2012-02-28,4506,5815,5766,6130,271,642,1333,1090,4877
2012-02-29,4503,6025,5811,6001,254,652,1272,1112,8596
2012-03-01,4306,5925,6007,6064,236,645,1325,1079,5539
2012-03-02,4138,5673,6181,6238,239,676,1266,1067,5149
2012-03-03,4044,5315,6058,6337,230,740,1267,997,5853
2012-03-04,4033,5298,5747,6195,230,792,1345,1112,6328
2012-03-05,4035,5292,5720,5974,221,775,1390,1241,5659
2012-03-06,4032,5290,5703,5874,193,742,1319,1265,5605
2012-03-07,4044,5274,5611,5783,178,730,1294,1254,5127
2012-03-08,4034,5272,5409,5603,172,758,1236,1092,5043
2012-03-09,4031,5248,5486,5372,183,798,1294,1173,4805
2012-03-10,4018,5248,5510,5373,190,793,1370,1251,5217
2012-03-11,4002,5277,5464,5551,176,758,1465,1406,5744
2012-03-12,4004,5273,5608,5527,169,734,1448,1434,5882
2012-03-13,3910,5559,5770,5798,156,685,1385,1380,12877
2012-03-14,3810,12081,7888,6408,147,664,1530,1423,26201
2012-03-15,3718,11513,16493,10149,137,686,1751,1741,39117
2012-03-16,3616,14592,15824,15658,133,661,1721,1799,53440
2012-03-17,3514,12247,20139,16958,128,691,1802,1841,39181
2012-03-18,3411,8578,16661,19513,111,807,2033,2096,24192
2012-03-19,3315,7024,12026,16825,99,1114,1990,2237,17628
2012-03-20,3262,6245,9389,13404,89,1225,2057,2136,13806
2012-03-21,3261,5888,8179,11408,82,1190,2106,2140,12471
2012-03-22,3261,6048,7680,9473,79,NA,NA,2126,13169
2012-03-23,3259,7951,7965,9066,84,890,1929,2050,15735
2012-03-24,3258,6420,9165,9512,86,845,1813,1920,13226
2012-03-25,3260,7995,8280,9867,95,810,1784,1973,16412
2012-03-26,3260,8266,9740,9533,104,781,1765,1981,14285
2012-03-27,3261,8200,9716,10658,91,764,1714,1872,30307
2012-03-28,3261,25104,19667,11042,68,731,1677,1895,56580
2012-03-29,3262,11667,31274,21579,52,688,1655,1915,32408
2012-03-30,3265,13075,16599,22888,57,693,1555,1821,46211
2012-03-31,3261,14733,16986,18288,58,692,1520,1717,53401
2012-04-01,3260,12983,19800,18042,64,685,1577,1838,41587
2012-04-02,3260,9611,17018,19700,97,673,1596,1847,29358
2012-04-03,3261,8336,13398,17192,129,638,1598,1771,24339
2012-04-04,3257,8218,11592,14388,163,640,1713,1934,20777
2012-04-05,3262,7403,11205,12875,169,622,1809,2019,18510
2012-04-06,3254,6760,10096,12183,165,580,2006,2181,17428
2012-04-07,3260,6441,9191,11146,133,569,2230,2352,14882
2012-04-08,3261,6207,8677,10303,127,575,2458,2635,14839
2012-04-09,3261,5950,8290,9745,134,588,2630,2907,16172
2012-04-10,3252,5978,7951,9295,143,557,2684,2971,14931
2012-04-11,3257,9593,8207,8944,178,545,2599,2960,20372
2012-04-12,3261,10475,12744,9813,189,570,2607,2908,23404
2012-04-13,3259,11210,14103,13071,132,642,2803,3091,30718
2012-04-14,3256,11052,16890,14771,104,937,3019,3371,26789
2012-04-15,3256,8313,14782,16758,139,1533,3085,3374,21925
2012-04-16,3633,7426,11648,14742,180,1570,3373,3569,18050
2012-04-17,4260,7858,10473,12529,207,1221,3325,3608,18025
2012-04-18,4500,7867,10362,11479,215,914,3091,3424,15893
2012-04-19,4508,7714,10175,11221,257,779,2792,3179,14110
2012-04-20,4526,7692,9968,10921,308,705,2682,2979,15042
2012-04-21,4979,8123,10107,10717,304,620,2799,3057,15628
2012-04-22,4994,8361,10576,10746,265,561,2798,3039,15618
2012-04-23,5500,8270,10871,11092,206,537,2739,3027,14403
2012-04-24,5997,8749,10649,11192,173,498,2504,2941,14681
2012-04-25,6011,8670,10603,11038,171,469,2294,2648,15545
2012-04-26,5988,9544,10450,10875,171,507,2293,2610,17157
2012-04-27,6002,9455,12141,10983,170,479,2353,2670,14865
2012-04-28,6007,8590,11194,12167,189,448,2325,2620,14230
2012-04-29,6002,8263,9889,11258,208,446,2325,2594,13950
2012-04-30,5998,8081,9085,10154,206,875,2399,2558,12267
2012-05-01,5993,8003,8283,9257,202,1041,2521,2664,12258
2012-05-02,6002,7889,7440,8258,201,1117,2725,2945,12135
2012-05-03,6504,7905,6908,7190,208,1167,2973,3118,12447
2012-05-04,7006,8829,6628,6324,224,1251,3103,3263,11183
2012-05-05,7000,8792,6849,5913,231,1256,3163,3345,12947
