Index,KES,BND,BTC,WLK,MEN,NEW,VNS,MSD,BND.Natural
2005-12-20,5030,18596,30265,18563,2,882,2389,NA,35062
2005-12-21,5033,22817,27256,25646,2,901,2665,NA,42953
2005-12-22,5181,34221,34138,26488,2,926,3592,NA,69614
2005-12-23,5087,27908,50839,28188,2,971,4123,NA,56512
2005-12-24,5039,14254,40316,29400,1,1078,4208,NA,32080
2005-12-25,5112,11813,22950,27500,1,1413,4617,NA,31373
2005-12-26,10797,22029,24776,25354,2,1755,5332,NA,47466
2005-12-27,14285,35158,36432,27125,2,2005,5936,NA,64344
2005-12-28,10942,81233,54807,28842,2,2508,6892,NA,145014
2005-12-29,38184,63033,87039,31058,2,2950,8570,NA,70069
2005-12-30,17003,63958,98117,32308,1,3074,10261,NA,105868
2005-12-31,16482,87758,95480,32321,1,3303,11329,NA,156795
2006-01-01,34523,69796,124162,32688,1,3415,11817,NA,99958
2006-01-02,34413,70846,124953,33204,3,3447,11917,NA,96162
2006-01-03,44672,59200,116130,33258,2,4123,13542,NA,67405
2006-01-04,48969,73838,98526,32863,1,5143,15700,NA,74123
2006-01-05,49092,64770,97881,32342,1,5798,16350,NA,52652
2006-01-06,48588,61325,92452,32038,4,6279,17529,NA,41656
2006-01-07,49863,61019,83186,31617,13,6259,18846,NA,37301
2006-01-08,49453,59210,78447,31213,11,6115,19463,NA,31229
2006-01-09,49962,58995,75078,31025,10,5835,19721,NA,29638
2006-01-10,49400,57821,67516,30821,20,5485,19817,NA,29024
2006-01-11,47743,60745,61105,30608,58,5215,18913,NA,33046
2006-01-12,45881,60052,61472,30471,64,4970,17475,NA,28970
2006-01-13,42228,55691,61219,30513,75,4404,16846,NA,29592
2006-01-14,35992,63232,57660,29721,72,4201,16446,NA,52224
2006-01-15,30090,51383,68108,28683,71,3846,15617,NA,41641
2006-01-16,25764,40433,63693,29221,76,3453,14796,NA,32562
2006-01-17,22040,33600,44170,28379,78,3263,14250,NA,30033
2006-01-18,18245,37833,37720,27279,75,2888,13475,NA,40667
2006-01-19,15154,29470,40702,27150,69,2650,12417,NA,31853
2006-01-20,14364,23883,32552,26913,70,2781,11442,NA,28352
2006-01-21,12544,21762,27934,25846,73,2740,10233,NA,25381
2006-01-22,10383,18229,25447,24821,101,2637,9320,NA,23159
2006-01-23,9235,16041,21966,23921,122,2551,8983,NA,20694
2006-01-24,8017,14374,20093,22708,123,2480,8780,NA,18845
2006-01-25,8039,13573,18384,20925,124,2403,8466,NA,17942
2006-01-26,8069,13639,17346,19100,121,2344,8140,NA,19303
2006-01-27,9849,14383,17470,18254,122,2180,7933,NA,18019
2006-01-28,10067,16779,18360,18271,120,2124,7796,NA,25775
2006-01-29,10078,19317,20772,19283,116,2086,7691,NA,28364
2006-01-30,14431,22842,21642,21792,125,2051,7653,NA,32579
2006-01-31,15145,27538,27381,22833,177,2032,7606,NA,35824
2006-02-01,15006,27379,28638,24946,251,1947,7565,NA,35902
2006-02-02,15352,40304,33942,25083,323,1824,7386,NA,48504
2006-02-03,26541,37929,43356,26717,363,1788,7065,NA,33780
2006-02-04,30008,45271,42130,27075,368,1775,6955,NA,39581
2006-02-05,29836,42900,46735,27404,358,1870,6928,NA,34223
2006-02-06,29575,40692,44411,27529,356,1877,6924,NA,30460
2006-02-07,25723,36563,41365,27333,353,1869,6920,NA,29049
2006-02-08,21657,30771,37188,27054,346,1859,7038,NA,25120
2006-02-09,18382,26008,31933,26513,340,1755,7060,NA,22829
2006-02-10,17009,23421,27905,25792,407,1709,6973,NA,20706
2006-02-11,14701,20317,25673,24921,464,1683,6940,NA,19176
2006-02-12,12588,17896,23084,24217,468,1661,6878,NA,18092
2006-02-13,11065,15838,20877,23413,469,1894,6830,NA,16907
2006-02-14,9624,14571,19488,22279,451,2082,6940,NA,15858
2006-02-15,8014,12779,17904,20617,440,1775,6933,NA,16223
2006-02-16,6895,11508,16013,18608,439,1726,6615,NA,15157
2006-02-17,6773,10933,14491,16713,396,1853,6570,NA,15775
2006-02-18,6744,10792,13860,15346,351,1897,6642,NA,14578
2006-02-19,6018,10318,13753,14713,372,1858,6490,NA,14343
2006-02-20,6136,9920,13164,14350,382,1866,6230,NA,13095
2006-02-21,6122,9885,12645,13646,389,1928,5990,NA,12951
2006-02-22,6066,9740,12309,13100,412,1948,5814,NA,11638
2006-02-23,5887,9475,12033,12629,370,1910,5491,NA,12273
2006-02-24,5877,9303,11777,12446,311,1896,4994,NA,11949
2006-02-25,5896,9205,11607,12192,268,1895,4808,NA,13038
2006-02-26,5898,9157,11483,12013,236,1900,5086,NA,14120
2006-02-27,9722,21801,13275,12142,156,1959,5665,NA,43850
2006-02-28,14820,50113,44242,18875,74,2045,6102,NA,76377
2006-03-01,14954,27200,61289,27779,58,2383,6912,NA,43218
2006-03-02,14928,24321,38279,27950,61,2906,7839,NA,36754
2006-03-03,21112,28771,33156,26967,79,3415,8678,NA,32362
2006-03-04,25138,35563,38028,26871,68,3753,10386,NA,32830
2006-03-05,24558,46167,41023,27533,56,4024,11408,NA,55931
2006-03-06,25674,69875,63053,28063,49,4154,11933,NA,77670
2006-03-07,33640,56275,87007,29729,48,4350,12221,NA,55457
2006-03-08,33160,50058,78099,30396,51,4124,12608,NA,43360
2006-03-09,30140,43775,63248,29988,80,3889,12788,NA,35113
2006-03-10,29885,40754,50713,29250,118,3843,12663,NA,31149
2006-03-11,30020,39817,45843,28579,123,3662,12529,NA,27135
2006-03-12,29265,39254,44646,28350,120,3641,12042,NA,26592
2006-03-13,29414,38650,43984,28217,119,3926,11475,NA,26426
2006-03-14,25422,37404,43995,28208,123,3989,11463,NA,30619
2006-03-15,24929,34988,46121,28283,126,4054,11667,NA,28367
2006-03-16,25035,33483,42266,28283,130,4160,11892,NA,35437
2006-03-17,25400,36860,42764,28008,112,4332,11950,NA,40030
2006-03-18,25423,33615,44787,28233,90,4555,11713,NA,30654
2006-03-19,25430,32121,40398,28096,90,4568,11938,NA,26634
2006-03-20,23865,31795,38058,27796,101,4230,12075,NA,25634
2006-03-21,24874,32471,37270,27617,100,4100,12175,NA,25245
2006-03-22,25157,31313,36764,27608,99,4026,11829,NA,23235
2006-03-23,24771,30164,35048,27417,95,4022,11642,NA,20431
2006-03-24,22364,29239,34054,27258,98,4028,11404,NA,26729
2006-03-25,21755,35914,37107,27275,105,3883,11517,NA,43594
2006-03-26,22019,31795,45678,28058,105,3775,12008,NA,34497
2006-03-27,21885,29181,39936,28363,189,3696,12604,NA,31802
2006-03-28,21883,30670,38513,27908,409,3861,12496,NA,36463
2006-03-29,22341,31661,43937,27842,545,4517,13175,NA,38340
2006-03-30,NA,29878,42328,27642,554,4924,14679,NA,33476
2006-03-31,22345,30913,39467,27329,561,5254,14846,NA,42889
2006-04-01,22064,38409,47033,27313,591,5542,15075,NA,53195
2006-04-02,22061,34714,49323,27971,752,5776,16225,NA,48398
2006-04-03,22327,53695,50419,27938,980,5997,16696,NA,72930
2006-04-04,36458,51679,73851,28725,1187,7048,17000,NA,54001
2006-04-05,39208,55045,76063,29600,NA,10639,18767,NA,48713
2006-04-06,39474,52317,72439,29513,NA,18017,20788,NA,44927
2006-04-07,38970,49388,67529,29188,NA,32725,21888,NA,39200
2006-04-08,38632,49400,61592,28842,NA,NA,23183,NA,42048
2006-04-09,39093,48946,59644,28592,NA,NA,27542,NA,42500
2006-04-10,39510,55821,58884,28454,NA,NA,31108,NA,47624
2006-04-11,34127,56479,63570,28525,NA,22733,32246,NA,66676
2006-04-12,22909,72957,73312,28821,NA,21558,34300,NA,121024
2006-04-13,40667,67943,89834,29408,NA,20204,34767,NA,74625
2006-04-14,40724,60573,92529,29875,NA,18683,34483,NA,57889
2006-04-15,40072,56365,82346,29863,NA,17504,33683,NA,55823
2006-04-16,34165,60943,75019,29554,NA,16817,32883,NA,66978
2006-04-17,30071,47222,77413,29350,NA,16617,31646,NA,50031
2006-04-18,30369,42236,66689,29296,NA,16242,30863,NA,40011
2006-04-19,30522,41404,55236,28646,4450,15775,30892,NA,40223
2006-04-20,29684,39591,49596,28038,4484,15658,31025,NA,36478
2006-04-21,24127,34755,46161,27658,4483,15558,30983,NA,37853
2006-04-22,24159,32600,41433,27358,4468,15479,30921,NA,33950
2006-04-23,20728,29523,39708,27013,4437,15433,30746,NA,32472
2006-04-24,20385,27523,36637,26817,4416,15571,30688,NA,29560
2006-04-25,20763,27530,35492,26458,4327,15942,30688,NA,29738
2006-04-26,20470,26918,36499,26488,4272,16471,30858,NA,28994
2006-04-27,20246,26435,35913,26504,4126,16329,31096,NA,27804
2006-04-28,17240,24250,35197,26454,4021,16117,31246,NA,31186
2006-04-29,13744,20891,34055,26371,3969,15917,31188,NA,31161
2006-04-30,11722,18404,31546,26113,3937,15713,30992,NA,30656
2006-05-01,9995,16123,28747,25675,3867,15608,30842,NA,28616
2006-05-02,8558,14391,24245,24750,3646,15367,30675,NA,26776
2006-05-03,7367,12914,21704,23554,3616,15113,30354,NA,26708
2006-05-04,6349,11683,20361,22683,3754,14813,29904,NA,25285
2006-05-05,6297,11068,18987,21446,3694,14496,29471,NA,23977
2006-05-06,6294,10950,17569,19733,3617,14200,28971,NA,23840
2006-05-07,12551,13713,16689,18288,3627,13838,28496,NA,20032
2006-05-08,14549,17418,18862,17567,3619,13650,28129,NA,21831
2006-05-09,14467,17613,20479,19763,3567,13454,27779,NA,20435
2006-05-10,14256,17268,19979,20504,3719,13454,27325,NA,19489
2006-05-11,14097,17039,19507,19929,3353,13370,27267,NA,20643
2006-05-12,13114,16373,18861,19308,1824,13113,27208,NA,20075
2006-05-13,13081,16050,17932,18608,1007,12879,27038,NA,19733
2006-05-14,12083,15504,17419,17563,635,12767,26858,NA,20117
2006-05-15,12571,15455,16260,16946,914,12708,26646,NA,20005
2006-05-16,13003,15943,15768,15396,545,12642,26200,NA,20486
2006-05-17,13010,15995,16209,15300,363,12500,25900,NA,20210
2006-05-18,13734,16732,16404,15375,215,12042,25754,NA,19555
2006-05-19,14362,17377,16884,15613,NA,11679,25529,NA,21314
2006-05-20,14588,17265,17527,16133,3659,11517,25242,NA,21912
2006-05-21,15313,17795,17645,16596,3777,11688,25029,NA,20489
2006-05-22,15540,18291,18305,17063,4000,12333,25175,NA,22391
2006-05-23,15389,18017,19258,17896,4109,12871,25317,NA,20014
2006-05-24,14149,16900,18877,18621,4154,13296,25404,NA,19662
2006-05-25,14167,16209,17757,18121,4174,13650,25321,NA,16491
2006-05-26,14223,16205,16958,17113,4136,13483,25408,NA,15403
2006-05-27,14075,16083,16530,16254,4048,12746,25538,NA,15602
2006-05-28,13588,15873,16114,15596,4064,11613,25292,NA,14537
2006-05-29,13889,15568,15558,15129,4073,10742,24454,NA,14049
2006-05-30,13922,15717,15288,14400,4061,10183,23167,NA,12749
2006-05-31,13879,15514,15038,14163,3994,9878,21988,NA,11137
2006-06-01,13843,15470,14731,14004,3841,9680,21017,NA,10911
2006-06-02,13779,15441,14725,13888,3507,9443,19950,NA,12956
2006-06-03,14096,15673,14656,13892,3522,9268,19079,NA,12854
2006-06-04,13968,15635,14856,13954,3567,9063,18233,NA,12785
2006-06-05,13994,15564,14789,14138,3566,8769,17579,NA,12103
2006-06-06,13214,15443,14665,14029,3537,8783,16808,NA,12310
2006-06-07,14127,15272,14446,13783,3471,9049,15758,NA,11885
2006-06-08,13991,15357,14283,13383,3375,9240,14575,NA,10808
2006-06-09,14472,15091,14139,13246,3287,9262,14750,NA,10371
2006-06-10,14210,15377,13854,12908,3340,9244,15363,NA,10958
2006-06-11,14215,15061,13708,12971,3327,9238,16096,NA,10506
2006-06-12,14335,15314,13517,12704,3176,9391,16513,NA,10096
2006-06-13,14348,15259,13854,12821,2910,9401,16663,NA,10353
2006-06-14,14364,15352,13861,13017,2683,9205,16658,NA,9414
2006-06-15,13793,15468,13831,13054,2317,9156,16696,NA,9359
2006-06-16,13848,15023,13805,12950,2048,8876,16525,NA,11493
2006-06-17,14337,14878,14492,12767,1941,8350,16200,NA,8479
2006-06-18,14519,15252,13090,12117,1736,7629,15604,NA,8907
2006-06-19,14437,14914,13240,12163,1317,6860,14938,NA,9673
2006-06-20,14114,14891,12932,12038,1226,6402,14063,NA,9316
2006-06-21,14641,14836,12719,11763,1249,6368,13808,NA,8375
2006-06-22,14678,15070,12522,11342,1748,6488,14204,NA,7651
2006-06-23,14731,15182,12447,11305,1872,6817,14596,NA,8482
2006-06-24,14572,15183,12468,NA,2030,7239,14867,NA,7380
2006-06-25,14240,14859,12246,NA,2084,7636,15283,NA,7380
2006-06-26,14934,15023,11978,NA,2056,7863,15696,NA,7224
2006-06-27,13708,14561,12156,NA,1735,7870,16042,NA,7413
2006-06-28,13541,13955,11562,10450,1181,7791,15733,NA,8025
2006-06-29,13561,14109,11219,9783,724,7528,14763,NA,7896
2006-06-30,13599,14086,11255,9536,1027,6754,13958,NA,7934
2006-07-01,13773,14143,11212,9582,540,5672,13050,NA,7007
2006-07-02,13498,14114,12401,9568,584,4424,11533,NA,7042
2006-07-03,13366,13836,11297,9661,636,3858,9856,NA,6223
2006-07-04,13356,13826,11047,9474,642,3683,8600,NA,7265
2006-07-05,13458,13800,10969,9297,663,3752,8215,NA,6136
2006-07-06,13437,14041,10968,9268,682,3773,7956,NA,6704
2006-07-07,13464,13764,10939,9280,674,3686,7850,NA,6382
2006-07-08,13593,13905,10760,9103,655,3190,NA,NA,6257
2006-07-09,13658,13935,10843,8957,648,2461,NA,NA,6293
2006-07-10,13449,13964,10943,9017,637,2109,NA,NA,6698
2006-07-11,13338,13674,10915,9128,658,1946,5010,NA,5217
2006-07-12,13485,13786,10766,9037,679,1983,4818,NA,6181
2006-07-13,13546,13850,10820,9006,666,1961,4732,NA,6148
2006-07-14,14481,14377,11001,9143,639,1946,5548,NA,5471
2006-07-15,14476,14674,11292,9199,635,1909,6548,NA,5519
2006-07-16,14595,14739,11339,9568,660,1885,6376,NA,5792
2006-07-17,14552,14668,11407,9647,NA,1895,5298,NA,6723
2006-07-18,14838,14632,11377,9735,NA,1888,4317,NA,4731
2006-07-19,15218,15000,11412,9743,NA,1845,4410,NA,6123
2006-07-20,15219,14986,11638,9909,609,1785,4299,NA,5941
2006-07-21,15270,15182,11692,10117,653,1785,4218,NA,5416
2006-07-22,15339,15252,11767,10192,610,1718,4158,NA,5076
2006-07-23,15418,15205,11824,10296,572,1574,4170,NA,5280
2006-07-24,15431,15200,11873,10342,574,1562,4069,NA,6298
2006-07-25,15277,15132,11855,10350,596,1697,3866,NA,6521
2006-07-26,15398,15245,11800,10333,617,1726,3918,NA,5296
2006-07-27,15136,14974,11883,10333,619,1708,3965,NA,5255
2006-07-28,15002,14786,11689,10279,607,1682,3934,NA,4779
2006-07-29,14949,14904,11551,10077,596,1703,3960,NA,5148
2006-07-30,15169,14945,11667,9973,590,1722,3990,NA,3855
2006-07-31,14687,14559,11758,10121,626,1781,4070,NA,4906
2006-08-01,14700,14496,11474,10242,586,1769,4005,NA,4728
2006-08-02,15049,14895,11149,10002,547,1733,6690,NA,5634
2006-08-03,14044,14243,11374,10029,557,1728,3915,NA,5277
2006-08-04,14286,14255,10798,10221,577,1618,3873,NA,5963
2006-08-05,14306,14295,10765,9833,585,1074,3826,NA,4750
2006-08-06,14075,14217,10818,9790,608,1116,3882,NA,4510
2006-08-07,14115,14114,10769,9864,592,1143,4016,NA,4714
2006-08-08,14131,14017,10788,9841,533,1089,3869,NA,4849
2006-08-09,14419,14282,11132,9885,530,1084,3776,NA,4990
2006-08-10,14423,14274,10932,9855,528,1077,3756,NA,4955
2006-08-11,13779,13909,10933,9940,512,1073,3781,NA,5105
2006-08-12,13869,13755,10606,9865,514,1073,3747,NA,4787
2006-08-13,13747,13778,10421,9553,543,1063,3788,NA,5243
2006-08-14,13295,13450,10608,9548,486,1056,3690,NA,5019
2006-08-15,13185,13200,10294,9633,431,1035,3365,NA,4757
2006-08-16,13083,13109,10074,9361,475,1071,3259,NA,5124
2006-08-17,13221,13204,9909,9230,556,1115,3273,NA,4888
2006-08-18,13277,13168,9952,9125,582,1083,3360,NA,4402
2006-08-19,13248,13391,10008,9165,585,1069,3426,NA,5166
2006-08-20,13235,13257,10304,9416,553,1073,3532,NA,5168
2006-08-21,13232,13268,10256,9568,521,1076,3520,NA,4854
2006-08-22,13218,13261,10219,9695,441,1059,3402,NA,4882
2006-08-23,12806,13018,10310,9677,388,1028,3305,NA,5301
2006-08-24,12335,12526,10124,9510,385,1037,3260,NA,4839
2006-08-25,11370,11959,9811,9239,383,1083,3272,NA,4317
2006-08-26,11202,11536,9344,8905,365,1080,3348,NA,4317
2006-08-27,11484,11509,9091,8545,352,1063,3430,NA,4690
2006-08-28,11068,11582,9203,8462,344,1049,3466,NA,5613
2006-08-29,10948,11383,9193,8608,345,1028,3258,NA,5641
2006-08-30,10978,11205,9075,8587,346,976,3239,NA,5562
2006-08-31,11050,11336,9775,8453,344,933,3232,NA,4828
2006-09-01,11043,11423,NA,8325,343,922,3164,NA,4759
2006-09-02,11027,11400,NA,8471,343,932,3190,NA,5037
2006-09-03,11007,11405,NA,8633,352,944,3335,NA,4141
2006-09-04,10990,11243,NA,8790,375,995,3456,NA,4650
2006-09-05,11223,11355,NA,8912,347,975,3385,NA,5134
2006-09-06,11172,11255,9324,8912,294,960,3201,NA,5216
2006-09-07,10250,10696,9203,8967,292,939,2834,NA,5393
2006-09-08,10064,10373,8717,8951,297,975,2670,NA,4966
2006-09-09,10168,10796,8658,8685,310,973,2678,NA,4499
2006-09-10,9848,10695,9006,8767,320,1025,2709,NA,5460
2006-09-11,9940,10686,9072,9153,292,1044,2725,NA,5685
2006-09-12,9876,10591,9064,9164,249,1008,2933,NA,5537
2006-09-13,9429,10427,9026,9330,225,1010,2997,NA,5085
2006-09-14,9461,10148,8795,9373,240,995,3000,NA,5086
2006-09-15,9257,10098,8653,9143,261,966,3091,NA,5292
2006-09-16,9384,10192,9178,9362,255,976,3076,NA,4774
2006-09-17,9188,10054,9429,9748,251,974,3135,NA,5287
2006-09-18,9020,9857,9183,9887,267,991,3093,NA,4954
2006-09-19,8982,9763,8748,9509,287,NA,2969,NA,4955
2006-09-20,8609,9535,8607,9084,302,940,2924,NA,5730
2006-09-21,8565,9388,8482,9063,374,938,3057,NA,5203
2006-09-22,8439,9352,8352,8930,443,926,3180,NA,5923
2006-09-23,8512,9244,8436,8870,464,877,3232,NA,4497
2006-09-24,8095,9259,8374,8849,444,872,3242,NA,5947
2006-09-25,8023,8955,8364,8818,432,869,3235,NA,5267
2006-09-26,8083,8934,7964,8640,431,838,3098,NA,5245
2006-09-27,7798,8889,7886,8404,NA,830,3003,NA,5471
2006-09-28,7547,8652,7801,8302,NA,812,2968,NA,5598
2006-09-29,7537,8550,7624,8116,435,837,3061,NA,6073
2006-09-30,7401,8563,7557,7933,425,841,3104,NA,5553
2006-10-01,7533,8495,7516,7894,403,828,3111,NA,5346
2006-10-02,7096,8440,7544,7862,409,848,3188,NA,5138
2006-10-03,7030,8232,7543,7930,388,886,3181,NA,5443
2006-10-04,7053,8264,7395,7800,305,851,3180,NA,6666
2006-10-05,6901,8300,7462,7692,284,850,3229,NA,5800
2006-10-06,6632,8005,7515,7743,250,899,3188,NA,5770
2006-10-07,6588,7972,7293,7739,229,1045,3292,NA,5552
2006-10-08,6596,7816,7203,7574,230,1128,3457,NA,5610
2006-10-09,6539,7753,7092,7447,235,1244,3547,NA,5673
2006-10-10,6096,7453,7000,7356,251,1182,3504,NA,5531
2006-10-11,6026,7171,6723,7192,258,1166,3409,NA,5847
2006-10-12,6024,7115,6403,6832,262,1162,3448,NA,6435
2006-10-13,6039,7101,6285,6467,270,1188,3440,NA,6542
2006-10-14,6026,7098,6218,6303,268,1331,3405,NA,5920
2006-10-15,5846,6990,5948,6293,265,1370,3566,NA,6558
2006-10-16,5827,6890,6122,6316,249,1409,3651,NA,5841
2006-10-17,5823,6859,5985,6158,243,1418,3622,NA,4780
2006-10-18,5837,6793,5911,6010,232,1441,3673,NA,4943
2006-10-19,5863,6750,5831,5931,220,1478,4569,NA,4913
2006-10-20,5906,6716,5741,5839,230,1480,4088,NA,5017
2006-10-21,5864,6608,5685,5772,243,1483,4061,NA,3767
2006-10-22,5873,6648,5592,5705,245,1463,4045,NA,4413
2006-10-23,5747,6634,5575,5632,233,1473,4033,NA,4870
2006-10-24,5665,6629,5700,5616,223,1450,3987,NA,4824
2006-10-25,5470,6568,5431,5559,223,1452,3905,NA,4828
2006-10-26,5591,6505,5300,5299,221,1477,3935,NA,5198
2006-10-27,5656,6603,4963,5263,220,1474,4031,NA,5527
2006-10-28,5674,6603,4832,5254,221,1447,4024,NA,6514
2006-10-29,5664,6588,4748,5235,223,1440,3888,NA,6092
2006-10-30,5663,6602,4725,5195,227,1427,3786,NA,5287
2006-10-31,5647,6629,4701,5111,224,1361,3656,NA,5434
2006-11-01,5491,6707,4668,5017,221,1267,3450,NA,5465
2006-11-02,5629,6726,4794,4935,219,1168,3286,NA,6233
2006-11-03,5631,6828,5078,NA,207,1160,2948,NA,7440
2006-11-04,5627,6762,5204,NA,203,1113,2783,NA,5787
2006-11-05,5641,6785,5160,NA,204,1012,2689,NA,7086
2006-11-06,5633,6787,5165,NA,203,951,2566,NA,6677
2006-11-07,5637,6771,5145,5129,213,921,2542,NA,5994
2006-11-08,5638,6750,5121,5120,223,904,2481,NA,6171
2006-11-09,5631,6750,5100,5241,212,889,2429,NA,5874
2006-11-10,5628,6770,5130,5274,202,878,2495,NA,5724
2006-11-11,5635,6840,5390,5242,202,869,NA,NA,6456
2006-11-12,5628,6830,5494,NA,211,NA,NA,NA,5994
2006-11-13,5634,7274,5524,5629,226,886,2436,NA,9150
2006-11-14,5632,7523,5822,5913,237,891,2506,NA,7451
2006-11-15,5624,7416,6204,6438,227,893,2515,NA,7808
2006-11-16,5635,7096,6122,6702,214,891,2490,NA,7636
2006-11-17,5641,7059,5932,6598,208,892,2449,NA,6894
2006-11-18,5649,6914,5908,6408,199,894,2436,NA,6501
2006-11-19,5657,6822,5784,6162,178,885,2393,NA,6243
2006-11-20,5659,6739,5710,6085,162,871,2371,NA,6753
2006-11-21,5384,6710,5676,6049,162,871,2345,NA,6290
2006-11-22,5518,6754,5696,6029,160,863,2331,NA,7549
2006-11-23,5517,7084,5757,6086,265,847,2303,NA,7244
2006-11-24,5538,6827,5966,6178,552,833,2273,NA,6053
2006-11-25,5551,6771,5812,6361,299,837,2260,NA,6091
2006-11-26,5555,6855,5820,6270,164,841,2260,NA,8553
2006-11-27,5557,7867,5990,6455,121,828,2270,NA,7378
2006-11-28,5556,7146,6631,6702,67,885,2245,NA,5702
2006-11-29,5552,6879,6113,7291,24,887,2247,NA,5126
2006-11-30,5493,6755,5909,6796,18,852,2242,NA,5322
2006-12-01,5480,6678,5821,6536,16,836,2198,NA,5004
2006-12-02,5476,6631,5729,6380,12,812,2179,NA,5978
2006-12-03,5480,6625,5687,6287,11,810,2153,NA,5786
2006-12-04,5478,6625,5679,6275,12,790,2136,NA,5954
2006-12-05,5471,6614,5689,6292,9,744,2120,NA,5266
2006-12-06,5470,6605,5694,6344,18,712,2095,NA,5236
2006-12-07,5486,6595,5779,6323,50,690,2071,NA,5568
2006-12-08,5485,6601,5821,6393,69,665,2039,NA,6267
2006-12-09,5502,6896,5922,6487,64,657,2020,NA,8844
2006-12-10,5560,7785,6258,6692,55,675,2082,NA,10218
2006-12-11,5555,8044,7086,7481,61,660,2102,NA,12129
2006-12-12,5554,12272,7316,8547,34,662,2143,NA,19943
2006-12-13,5556,19455,11258,9588,52,678,2287,NA,30050
2006-12-14,5557,14300,17693,14392,88,689,2245,NA,26304
2006-12-15,5551,12573,13289,17900,118,698,2378,NA,23039
2006-12-16,5550,9289,12417,15729,118,698,2436,NA,14334
2006-12-17,5556,8188,9363,14046,120,696,2430,NA,11434
2006-12-18,5555,7711,8142,11529,183,716,2417,NA,9026
2006-12-19,5272,7423,7522,10191,247,738,2433,NA,8513
2006-12-20,5540,7305,7188,9365,251,752,2446,NA,7301
2006-12-21,5555,7246,7103,8950,255,753,2447,NA,8591
2006-12-22,5556,7399,7459,8871,255,776,2498,NA,7698
2006-12-23,5552,7285,8090,9044,235,785,2510,NA,7741
2006-12-24,5556,7177,7821,9107,216,794,2518,NA,7905
2006-12-25,5548,7132,7651,8842,217,787,2526,NA,7515
2006-12-26,5540,9839,7681,8688,212,778,2523,NA,18694
2006-12-27,5548,20796,17641,9583,197,799,2543,NA,30461
2006-12-28,5550,10427,19732,19508,182,808,2580,NA,14679
2006-12-29,5560,8680,11671,18371,162,843,2537,NA,12275
2006-12-30,5557,8082,9724,13725,149,851,2545,NA,10900
2006-12-31,5564,7764,8927,11525,140,856,2561,NA,9581
2007-01-01,5550,7541,8468,10454,140,844,2560,NA,8455
2007-01-02,5549,7393,8093,9818,141,825,2535,NA,7631
2007-01-03,5552,7334,7898,9412,150,813,2515,NA,9479
2007-01-04,5551,8829,7931,9068,155,808,2492,NA,11209
2007-01-05,5558,8137,9512,9503,144,804,2488,NA,9168
2007-01-06,5566,7705,8889,10467,147,796,2477,NA,8904
2007-01-07,5368,7412,8425,9889,150,790,2471,NA,8372
2007-01-08,5179,7119,8090,9402,140,791,2473,NA,7959
2007-01-09,5065,6916,7808,9015,137,795,2483,NA,7727
2007-01-10,5064,6784,7708,8648,139,792,2474,NA,7003
2007-01-11,5008,6685,7550,8448,145,790,2463,NA,7358
2007-01-12,5010,6604,7397,8217,152,796,2438,NA,6680
2007-01-13,4981,6543,7263,8026,151,784,2422,NA,6664
2007-01-14,5065,6499,7176,7893,151,782,2440,NA,7056
2007-01-15,4961,6511,7120,7768,151,790,2443,NA,6875
2007-01-16,4972,6384,7116,7515,165,795,2453,NA,7431
2007-01-17,5013,6499,6895,7455,201,790,2478,NA,6380
2007-01-18,4924,6365,6756,7311,246,758,2438,NA,6323
2007-01-19,4947,6250,6560,7108,290,747,2408,NA,6252
2007-01-20,4950,6212,6353,6868,314,731,2396,NA,6188
2007-01-21,4984,6273,6322,6712,306,729,2393,NA,6385
2007-01-22,4989,6225,6283,6725,302,733,2395,NA,6177
2007-01-23,4943,6205,6228,6598,317,740,2374,NA,6351
2007-01-24,4851,6110,6196,6537,348,741,2362,NA,6234
2007-01-25,4793,6043,6084,6414,350,732,2376,NA,5744
2007-01-26,4975,6060,6054,6297,316,728,2510,NA,5180
2007-01-27,4970,6175,6040,6399,303,716,2491,NA,5500
2007-01-28,5039,6153,6134,6489,298,738,2443,NA,6090
2007-01-29,4945,6132,6253,6533,329,748,2426,NA,5861
2007-01-30,5058,6140,6544,6762,418,739,2404,NA,6117
2007-01-31,4983,6113,6549,6958,518,735,2370,NA,5711
2007-02-01,4948,6015,6550,7068,519,747,2343,NA,5837
2007-02-02,5014,5989,6409,7054,520,750,2245,NA,5698
2007-02-03,5002,6048,6422,6923,535,754,2193,NA,5910
2007-02-04,5004,6017,6515,6975,535,769,2172,NA,5728
2007-02-05,4991,6011,6575,7020,487,802,2201,NA,5520
2007-02-06,4879,6009,6569,7086,400,826,2230,NA,5878
2007-02-07,5016,6094,6620,7136,315,829,2251,NA,7930
2007-02-08,5049,6398,6848,7399,247,845,2282,NA,9748
2007-02-09,5029,11348,7818,8056,194,848,2383,NA,17047
2007-02-10,5003,29900,20500,11430,174,867,2508,NA,48714
2007-02-11,5019,20841,43820,23029,169,914,2612,NA,44970
2007-02-12,4985,11104,27073,25904,183,NA,2635,NA,22949
2007-02-13,4972,9263,15172,22833,230,NA,2609,NA,16266
2007-02-14,4973,8152,12359,18500,278,NA,3643,NA,13241
2007-02-15,4965,7581,10770,15504,298,NA,2663,NA,12535
2007-02-16,4855,7263,9940,13642,311,NA,2653,NA,12059
